NAME,GENUS,SPECIES,STRAIN,TAXONOMY
Saccharomyces_cerevisiae_fostersb,Saccharomyces,cerevisiae,fostersb,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Scedosporium_apiospermum,Scedosporium,apiospermum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Microascaceae;genus:Scedosporium
Diplodia_seriata,Diplodia,seriata,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;;family:Botryosphaeriaceae;genus:Diplodia
Choanephora_cucurbitarum,Choanephora,cucurbitarum,,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Choanephoraceae;genus:Choanephora
Armillaria_gallica,Armillaria,gallica,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria
Pyrenophora_tritici_repentis,Pyrenophora,tritici,repentis,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Pyrenophora
Fusarium_proliferatum_et1,Fusarium,proliferatum,et1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Saccharomyces_cerevisiae,Saccharomyces,cerevisiae,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm1549,Saccharomyces,cerevisiae,yjm1549,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Verticillium_longisporum,Verticillium,longisporum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Plectosphaerellaceae;genus:Verticillium
Serendipita_indica_dsm_11827,Serendipita,indica,dsm_11827,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Serendipitaceae;genus:Serendipita
Pichia_membranifaciens_nrrl_y_2026,Pichia,membranifaciens,nrrl_y_2026,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Pichiaceae;genus:Pichia
Zygosaccharomyces_rouxii,Zygosaccharomyces,rouxii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Zygosaccharomyces
Lodderomyces_elongisporus_nrrl_yb_4239,Lodderomyces,elongisporus,nrrl_yb_4239,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Lodderomyces
Penicillium_expansum,Penicillium,expansum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Bipolaris_maydis_atcc_48331,Bipolaris,maydis,atcc_48331,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Bipolaris
Hanseniaspora_opuntiae,Hanseniaspora,opuntiae,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycodaceae;genus:Hanseniaspora
Debaryomyces_fabryi,Debaryomyces,fabryi,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Debaryomyces
Neurospora_tetrasperma_fgsc_2508,Neurospora,tetrasperma,fgsc_2508,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Sordariaceae;genus:Neurospora
Byssochlamys_spectabilis_no_5,Byssochlamys,spectabilis,no_5,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Thermoascaceae;genus:Byssochlamys
Saccharomyces_cerevisiae_yjm1478,Saccharomyces,cerevisiae,yjm1478,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_neoformans_var_grubii,Cryptococcus,neoformans,var_grubii,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Aspergillus_bombycis,Aspergillus,bombycis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Fonsecaea_nubica,Fonsecaea,nubica,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Fonsecaea
Trichophyton_interdigitale_h6,Trichophyton,interdigitale,h6,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Sordaria_macrospora_k_hell,Sordaria,macrospora,k_hell,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Sordariaceae;genus:Sordaria
Hanseniaspora_uvarum,Hanseniaspora,uvarum,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycodaceae;genus:Hanseniaspora
Sporothrix_insectorum_rcef_264,Sporothrix,insectorum,rcef_264,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Ophiostomataceae;genus:Sporothrix
Candida_albicans_wo_1,Candida,albicans,wo_1,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Saccharomyces_cerevisiae_yjm987,Saccharomyces,cerevisiae,yjm987,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Postia_placenta_mad_698_r_sb12,Postia,placenta,mad_698_r_sb12,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Dacryobolaceae;genus:Postia
Saccharomyces_cerevisiae_p283,Saccharomyces,cerevisiae,p283,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Coccidioides_posadasii_rmscc_3488,Coccidioides,posadasii,rmscc_3488,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Coccidioides
Rhizoctonia_solani_ag_8_wac10335,Rhizoctonia,solani,ag_8_wac10335,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Ceratobasidiaceae;genus:Rhizoctonia
Bifiguratus_adelaidae,Bifiguratus,adelaidae,,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Endogonomycetes;;;genus:Bifiguratus
Penicillium_vulpinum,Penicillium,vulpinum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Spraguea_lophii_42_110,Spraguea,lophii,42_110,phylum:Microsporidia;;;;family:Spraguidae;genus:Spraguea
candida_auris,candida,auris,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Paracoccidioides_brasiliensis,Paracoccidioides,brasiliensis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Paracoccidioides
Ogataea_parapolymorpha_dl_1,Ogataea,parapolymorpha,dl_1,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Pichiaceae;genus:Ogataea
Cryptococcus_neoformans_var_grubii_ad2_60a,Cryptococcus,neoformans,var_grubii_ad2_60a,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Rhodotorula_graminis_wp1,Rhodotorula,graminis,wp1,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Microbotryomycetes;;family:Sporidiobolaceae;genus:Rhodotorula
Saccharomyces_cerevisiae_yjm320,Saccharomyces,cerevisiae,yjm320,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Rhizophagus_clarus,Rhizophagus,clarus,,phylum:Mucoromycota;subphylum:Glomeromycotina;class:Glomeromycetes;;family:Glomeraceae;genus:Rhizophagus
Valsa_mali_var_pyri,Valsa,mali,var_pyri,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Valsaceae;genus:Valsa
Saccharomyces_cerevisiae_yjm1083,Saccharomyces,cerevisiae,yjm1083,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Verticillium_dahliaejr2,Verticillium,dahliaejr2,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;;genus:Verticillium
Phialophora_attae,Phialophora,attae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Phialophora
Nematocida_sp_1_ertm6,Nematocida,sp,1_ertm6,phylum:Microsporidia;;;;;genus:Nematocida
Mucor_circinelloides_f_circinelloides_1006phl,Mucor,circinelloides,f_circinelloides_1006phl,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Mucoraceae;genus:Mucor
Calocera_viscosa_tufc12733,Calocera,viscosa,tufc12733,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Dacrymycetes;;family:Dacrymycetaceae;genus:Calocera
Talaromyces_stipitatus_atcc_10500,Talaromyces,stipitatus,atcc_10500,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Trichocomaceae;genus:Talaromyces
Cladophialophora_psammophila_cbs_110553,Cladophialophora,psammophila,cbs_110553,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Cladophialophora
Cylindrobasidium_torrendii_fp15055_ss_10,Cylindrobasidium,torrendii,fp15055_ss_10,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Cylindrobasidium
Aspergillus_versicolor_cbs_583_65,Aspergillus,versicolor,cbs_583_65,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Penicillium_brasilianum,Penicillium,brasilianum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Serpula_lacrymans_var_lacrymans_s7_9,Serpula,lacrymans,var_lacrymans_s7_9,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Serpulaceae;genus:Serpula
Yarrowia_lipolytica,Yarrowia,lipolytica,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Dipodascaceae;genus:Yarrowia
Komagataella_pastoris,Komagataella,pastoris,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Komagataella
Exophiala_aquamarina_cbs_119918,Exophiala,aquamarina,cbs_119918,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Exophiala
Aureobasidium_pullulans,Aureobasidium,pullulans,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Saccotheciaceae;genus:Aureobasidium
Verticillium_dahliae,Verticillium,dahliae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Plectosphaerellaceae;genus:Verticillium
Hypoxylon_sp_ec38,Hypoxylon,sp,ec38,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Hypoxylaceae;genus:Hypoxylon
Penicillium_nalgiovense,Penicillium,nalgiovense,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Candida_albicans_sc5314,Candida,albicans,sc5314,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,Saccharomyces,cerevisiae,x_saccharomyces_kudriavzevii_vin7,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm1356,Saccharomyces,cerevisiae,yjm1356,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Aspergillus_oryzae_3_042,Aspergillus,oryzae,3_042,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Armillaria_solidipes,Armillaria,solidipes,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria
Sugiyamaella_lignohabitans,Sugiyamaella,lignohabitans,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Trichomonascaceae;genus:Sugiyamaella
Aspergillus_saccharolyticus_jop_1030_1,Aspergillus,saccharolyticus,jop_1030_1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Coccidioides_immitis_h538_4,Coccidioides,immitis,h538_4,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Coccidioides
Trichoderma_gamsii,Trichoderma,gamsii,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Trichosporon_asahii_var_asahii_cbs_8904,Trichosporon,asahii,var_asahii_cbs_8904,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Trichosporonaceae;genus:Trichosporon
Cryptococcus_neoformans_var_grubii,Cryptococcus,neoformans,var_grubii,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Kluyveromyces_dobzhanskii_cbs_2104,Kluyveromyces,dobzhanskii,cbs_2104,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Kluyveromyces
Aspergillus_tubingensis_cbs_134_48,Aspergillus,tubingensis,cbs_134_48,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Botrytis_cinerea_bcdw1,Botrytis,cinerea,bcdw1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Sclerotiniaceae;genus:Botrytis
Acidomyces_richmondensis,Acidomyces,richmondensis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Teratosphaeriaceae;genus:Acidomyces
Lichtheimia_corymbifera_jmrc_fsu_9682,Lichtheimia,corymbifera,jmrc_fsu_9682,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Lichtheimiaceae;genus:Lichtheimia
Cryptococcus_gattii_wm276,Cryptococcus,gattii,wm276,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Saccharomyces_cerevisiae_yjm1574,Saccharomyces,cerevisiae,yjm1574,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Penicillium_brasilianum,Penicillium,brasilianum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Saccharomyces_cerevisiae_yjm1332,Saccharomyces,cerevisiae,yjm1332,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Rhodotorula_sp_jg_1b,Rhodotorula,sp,jg_1b,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Microbotryomycetes;;family:Sporidiobolaceae;genus:Rhodotorula
Wickerhamiella_sorbophila,Wickerhamiella,sorbophila,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Trichomonascaceae;genus:Wickerhamiella
Cryptococcus_neoformans_var_grubii_chc193,Cryptococcus,neoformans,var_grubii_chc193,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Penicillium_flavigenum,Penicillium,flavigenum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Trichophyton_rubrum_cbs_735_88,Trichophyton,rubrum,cbs_735_88,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Colletotrichum_orbiculare,Colletotrichum,orbiculare,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
candida_glabrata,candida,glabrata,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Nakaseomyces
Rhynchosporium_commune,Rhynchosporium,commune,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;;genus:Rhynchosporium
Fusarium_oxysporum_f_sp_melonis_26406,Fusarium,oxysporum,f_sp_melonis_26406,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Dactylellina_haptotyla_cbs_200_50,Dactylellina,haptotyla,cbs_200_50,phylum:Ascomycota;subphylum:Pezizomycotina;class:Orbiliomycetes;;family:Orbiliaceae;genus:Dactylellina
Zymoseptoria_tritici,Zymoseptoria,tritici,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Zymoseptoria
Cryptococcus_neoformans_var_grubii_tu259_1,Cryptococcus,neoformans,var_grubii_tu259_1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Bipolaris_zeicola_26_r_13,Bipolaris,zeicola,26_r_13,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Bipolaris
Phlebia_centrifuga,Phlebia,centrifuga,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Meruliaceae;genus:Phlebia
Cyberlindnera_jadinii,Cyberlindnera,jadinii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Cyberlindnera
Hepatospora_eriocheir,Hepatospora,eriocheir,,phylum:Microsporidia;;;;family:Enterocytozoonidae;genus:Hepatospora
Microbotryum_violaceum,Microbotryum,violaceum,,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Microbotryomycetes;;family:Microbotryaceae;genus:Microbotryum
Rhizopus_microsporus,Rhizopus,microsporus,,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Rhizopodaceae;genus:Rhizopus
Ceraceosorus_guamensis,Ceraceosorus,guamensis,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Exobasidiomycetes;;family:Ceraceosoraceae;genus:Ceraceosorus
Kwoniella_pini_cbs_10737,Kwoniella,pini,cbs_10737,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Kwoniella
Tortispora_caseinolytica_nrrl_y_17796,Tortispora,caseinolytica,nrrl_y_17796,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Trigonopsidaceae;genus:Tortispora
Pisolithus_tinctorius_marx_270,Pisolithus,tinctorius,marx_270,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Pisolithaceae;genus:Pisolithus
Pseudomicrostroma_glucosiphilum,Pseudomicrostroma,glucosiphilum,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Exobasidiomycetes;;;genus:Pseudomicrostroma
Colletotrichum_incanum,Colletotrichum,incanum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
candida_intermedia,candida,intermedia,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Blastomyces_gilchristii_slh14081,Blastomyces,gilchristii,slh14081,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Blastomyces
Candida_albicans_12c,Candida,albicans,12c,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Kwoniella_heveanensis_cbs_569,Kwoniella,heveanensis,cbs_569,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Kwoniella
Phellinus_noxius,Phellinus,noxius,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Hymenochaetaceae;genus:Pyrrhoderma
Neolecta_irregularis_dah_3,Neolecta,irregularis,dah_3,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Neolectomycetes;;family:Neolectaceae;genus:Neolecta
Pseudogymnoascus_sp_vkm_f_4246,Pseudogymnoascus,sp,vkm_f_4246,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Hirsutella_minnesotensis_3608,Hirsutella,minnesotensis,3608,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ophiocordycipitaceae;genus:Hirsutella
Saccharomyces_cerevisiae_yjm1304,Saccharomyces,cerevisiae,yjm1304,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm1450,Saccharomyces,cerevisiae,yjm1450,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Erysiphe_pulchra,Erysiphe,pulchra,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Erysiphaceae;genus:Erysiphe
Cryptococcus_neoformans_var_grubii,Cryptococcus,neoformans,var_grubii,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Trichophyton_benhamiae_cbs_112371,Trichophyton,benhamiae,cbs_112371,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Talaromyces_marneffei_pm1,Talaromyces,marneffei,pm1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Trichocomaceae;genus:Talaromyces
Acaromyces_ingoldii,Acaromyces,ingoldii,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Exobasidiomycetes;;family:Cryptobasidiaceae;genus:Acaromyces
Cryptococcus_gattii_vgii_cbs_10090,Cryptococcus,gattii,vgii_cbs_10090,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Zymoseptoria_tritici_st99ch_3d1,Zymoseptoria,tritici,st99ch_3d1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Zymoseptoria
Thielavia_terrestris_nrrl_8126,Thielavia,terrestris,nrrl_8126,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Chaetomiaceae;genus:Thermothielavioides
Cladophialophora_carrionii_cbs_160_54,Cladophialophora,carrionii,cbs_160_54,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Cladophialophora
Saccharomyces_cerevisiae_yjm1242,Saccharomyces,cerevisiae,yjm1242,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Batrachochytrium_dendrobatidis_jel423,Batrachochytrium,dendrobatidis,jel423,phylum:Chytridiomycota;;class:Chytridiomycetes;;;genus:Batrachochytrium
Talaromyces_islandicus,Talaromyces,islandicus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Trichocomaceae;genus:Talaromyces
Saccharomyces_cerevisiae_yjm1129,Saccharomyces,cerevisiae,yjm1129,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm271,Saccharomyces,cerevisiae,yjm271,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Kazachstania_africana_cbs_2517,Kazachstania,africana,cbs_2517,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Kazachstania
Saccharomyces_cerevisiae_yjm326,Saccharomyces,cerevisiae,yjm326,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Malassezia_sympodialis_atcc_42132,Malassezia,sympodialis,atcc_42132,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Malasseziomycetes;;family:Malasseziaceae;genus:Malassezia
Tilletia_walkeri,Tilletia,walkeri,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Exobasidiomycetes;;family:Tilletiaceae;genus:Tilletia
Trichoderma_parareesei,Trichoderma,parareesei,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Saccharomyces_cerevisiae_rm11_1a,Saccharomyces,cerevisiae,rm11_1a,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Aspergillus_aculeatus_atcc_16872,Aspergillus,aculeatus,atcc_16872,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Heterobasidion_irregulare_tc_32_1,Heterobasidion,irregulare,tc_32_1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Bondarzewiaceae;genus:Heterobasidion
Candida_tropicalis_mya_3404,Candida,tropicalis,mya_3404,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
